,doi
1432,10.1001/jama.1930.02720020012004
1433,10.1001/jama.1930.02720020050018
1434,10.1001/jama.1930.02720020057024
1435,10.1001/jama.1930.02720020065040
1436,10.1001/jama.1930.02720040019007
1437,10.1001/jama.1930.02720040048030
1438,10.1001/jama.1930.02720040049034
1439,10.1001/archderm.1930.01440140046005
1440,10.1001/archderm.1930.01440140149016
1441,10.1001/jama.1930.02720080038018
1442,10.1001/jama.1930.02720080054032
1443,10.1001/jama.1930.02720080056047
1444,10.1001/jama.1930.02720090048034
1445,10.1001/archsurg.1930.01150150049003
1446,10.1001/archotol.1930.03570010366005
1447,10.1001/jama.1930.02720100032014
1448,10.1001/jama.1930.02720100049038
1449,10.1001/jama.1930.02720110038016
1450,10.1001/jama.1930.02720130054036
1451,10.1001/jama.1930.02720130054038
1452,10.1001/archderm.1930.01440160079010
1453,10.1001/jama.1930.27210150004011
1454,10.1001/jama.1930.02720160001001
1455,10.1001/jama.1930.02720160032010
1456,10.1001/archinte.1930.00140170159011
1457,10.1001/archderm.1930.01440170003001
1458,10.1001/archotol.1930.03570010801014
1459,10. doi: 10.1001/jama.1920.02720180001001
1460,10.1001/jama.1920.02720180016005
1461,10.1001/jama.1920.02720180043016
1462,10.1001/jama.1920.02720180046020
1463,10.1001/jama.1930.02720200045017
1464,10.1001/jama.1930.02720200064036
1465,10.1001/jama.1930.02720220051018
1466,10.1001/jama.1930.02720220053020
1467,10.1001/archsurg.1930.01150180028002
1468,10.1001/archsurg.1930.01150180431024
1469,10.1001/archderm.1930.01440180158014
1470,10.1001/archotol.1930.03570010851004
1471,10.1001/jama.1930.02720230011003
1472,10.1001/jama.1930.02720230024007
1473,10.1001/jama.1930.02720230028008
1474,10.1001/jama.1930.02720240005002
1475,10.1001/jama.1930.02720240069039
1476,10.1001/jama.1930.02720250046020
1477,10.1001/jama.1930.02720260031016
1478,10.1001/jama.1930.02720260031017
1479,10.1001/jama.1930.02720260017006
1480,10.1001/archinte.1931.00140190174020
1481,10.1001/archinte.1931.00140190176023
1482,10.1001/jama.1931.02720270032009
1483,10.1001/jama.1931.02720270043015
1484,10.1001/jama.1931.02720280050026
1485,10.1001/jama.1931.02720290060043
1486,10.1001/jama.1931.02720290042016
1487,10.1001/jama.1931.02720300042013
1488,10.1001/jama.1931.02720310052017
1489,10.1001/jama.1931.02720310073042
1490,10.1001/archderm.1931.03880200003001
1491,10.1001/archderm.1931.03880200174017
1492,10.1001/jama.1931.02720320065043
1493,10.1001/jama.1931.02720320052017
1494,10.1001/jama.1931.02720320052018
1495,10.1001/jama.1931.02720320021005
1496,10.1001/jama.1931.02720330075049
1497,10.1001/jama.1931.02720340067038
1498,10.1001/jama.1931.02720350016004
1499,10.1001/archinte.1931.00140210174017
1500,10.1001/archderm.1931.03880210148012
1501,10.1001/jama.1931.27220370002010
1502,10.1001/jama.1931.02720380051025
1503,10.1001/jama.1931.02720390099011
1504,10.1001/jama.1931.02720390109025
1505,10.1001/jama.1931.02720390105018
1506,10.1001/jama.1931.02720410056024
1507,10.1001/jama.1931.02720410065039
1508,10.1001/jama.1931.02720410066040
1509,10.1001/jama.1931.02720420052024
1510,10.1001/jama.1931.02720430072023
1511,10.1001/archinte.1931.00140230098007
1512,10.1001/archinte.1931.00140230151011
1513,10.1001/archderm.1931.03880230048005
1514,10.1001/jama.1931.02720440066019
1515,10.1001/jama.1931.27220450001007
1516,10.1001/jama.1931.02720460071039
1517,10.1001/jama.1931.02720470079045
1518,10.1001/jama.1931.02720470011004
1519,10.1001/jama.1931.02720470014005
1520,10.1001/jama.1931.02720470071029
1521,10.1001/jama.1931.02720470077033
1522,10.1001/archderm.1931.03880240012002
1523,10.1001/jama.1931.02720490063049
1524,10.1001/jama.1931.02720500048030
1525,10.1001/jama.1931.02720520027012
1526,10. doi: 10.1001/archsurg.1931.01160070088006
1527,10.1001/archderm.1931.01450010113010
1528,10.1001/archderm.1931.01450010115011
1529,10.1001/jama.1931.02730020056042
1530,10.1001/jama.1931.02730020001001
1531,10.1001/jama.1931.02730020005002
1532,10.1001/jama.1931.02730040042020
1533,10.1001/jama.1931.02730060023007
1534,10.1001/jama.1931.02730060033016
1535,10.1001/jama.1931.02730060042022
1536,10.1001/jama.1931.02730070042024
1537,10.1001/jama.1931.02730070051039
1538,10.1001/jama.1931.02730080049025
1539,10.1001/archderm.1931.01450010439011
1540,10.1001/archderm.1931.01450010515019
1541,10.1001/jama.1931.02730100053031
1542,10.1001/jama.1931.02730100053035
1543,10.1001/jama.1931.02730100039018
1544,10.1001/jama.1931.02730120054032
1545,10.1001/archinte.1931.00150040187016
1546,10.1001/archsurg.1931.01160100162006
1547,10.1001/archderm.1931.01450010553002
1548,10.1001/archderm.1931.01450010590006
1549,10.1001/archotol.1931.03580020469001
1550,10.1001/jama.1931.02730140027007
1551,10.1001/jama.1931.02730160041018
1552,10.1001/jama.1931.02730170050024
1553,10.1001/jama.1931.02730170062048
1554,10.1001/jama.1931.02730180040013
1555,10.1001/jama.1931.02730180051021
1556,10.1001/archsurg.1931.01160110096004
1557,10.1001/archderm.1931.01450010798007
1558,10.1001/archderm.1931.01450010901017
1559,10.1001/jama.1931.02730190065037
1560,10.1001/jama.1931.02730200051018
1561,10.1001/jama.1931.02730220038009
1562,10.1001/archderm.1931.01450011009003
1563,10.1001/jama.1931.02730230026006
1564,10.1001/jama.1931.02730240074036
1565,10.1001/jama.1931.02730250039013
1566,10.1001/jama.1931.02730250060026
1567,10.1001/archsurg.1932.01160130148010
1568,10.1001/archderm.1932.01450020019003
1569,10.1001/archderm.1932.01450020130013
1570,10.1001/jama.1932.02730270036008
1571,10.1001/jama.1932.02730270064022
1572,10.1001/jama.1932.02730270066024
1573,10.1001/jama.1932.02730280070030
1574,10.1001/jama.1932.02730290070033
1575,10.1001/jama.1932.02730300020005
1576,10.1001/jama.1932.02730310063034
1577,10.1001/archderm.1932.01450020257004
1578,10.1001/archderm.1932.01450020356012
1579,10.1001/archderm.1932.01450020365014
1580,10.1001/jama.1932.02730320054022
1581,10.1001/jama.1932.02730320042013
1582,10.1001/jama.1932.02730330046019
1583,10.1001/jama.1932.02730340073035
1584,10.1001/archderm.1932.01450020460003
1585,10.1001/archderm.1932.01450020510008
1586,10.1001/archderm.1932.01450020538010
1587,10. doi: 10.1001/archsurg.1932.01160150002001
1588,10.1001/archopht.1932.00820100072009
1589,10.1001/jama.1932.02730360008002
1590,10.1001/jama.1932.02730370043024
1591,10.1001/jama.1932.02730370053032
1592,10.1001/jama.1932.02730380045012
1593,10.1001/jama.1932.02730380065021
1594,10.1001/archinte.1932.00150110174012
1595,10.1001/archotol.1932.03570030549003
1596,10.1001/archsurg.1932.01160160053005
1597,10.1001/archsurg.1932.01160160074007
1598,10.1001/archderm.1932.01450020799020
1599,10.1001/jama.1932.02730400069018
1600,10.1001/jama.1932.02730400092042
1601,10.1001/jama.1932.02730410091038
1602,10.1001/jama.1932.02730440045014
1603,10.1001/archneurpsyc.1932.02230170288014
1604,10.1001/archderm.1932.01450020873009
1605,10.1001/archderm.1932.01450020902012
1606,10.1001/jama.1932.27320450002011
1607,10.1001/jama.1932.02730450050016
1608,10.1001/jama.1932.02730460060026
1609,10.1001/jama.1932.02730460070043
1610,10.1001/archinte.1932.00150130181014
1611,10.1001/archderm.1932.01450021064006
1612,10.1001/archderm.1932.01450021099011
1613,10.1001/archderm.1932.01450021133014
1614,10.1001/jama.1932.02730490041016
1615,10.1001/jama.1932.02730490047019
1616,10.1001/jama.1932.02730500121026
1617,10.1001/jama.1932.02730510062034
1618,10.1001/jama.1932.02730520001001
1619,10.1001/jama.1932.02730520042018
1620,10. doi: 10.1001/archderm.1932.01450030004001
1621,10.1001/archderm.1932.01450030014002
1622,10.1001/archsurg.1932.01160190125007
1623,10.1001/jama.1932.02740530065038
1624,10.1001/jama.1932.02740530040014
1625,10.1001/jama.1932.02740540055026
1626,10.1001/jama.1932.02740550063042
1627,10.1001/jama.1932.02740560057044
1628,10.1001/jama.1932.27410570001008
1629,10.1001/jama.1932.02740570049024
1630,10.1001/archopht.1932.00820150078008
1631,10.1001/archotol.1932.00630040286011
1632,10.1001/archinte.1932.00150150055005
1633,10.1001/jama.1932.02740580046011
1634,10.1001/jama.1932.02740590067042
1635,10.1001/jama.1932.02740610072019
1636,10.1001/archderm.1932.01450030472013
1637,10.1001/archsurg.1932.01160210027003
1638,10.1001/jama.1932.02740620047017
1639,10.1001/jama.1932.02740620052020
1640,10.1001/jama.1932.02740620064036
1641,10.1001/jama.1932.02740630006002
1642,10.1001/jama.1932.02740630031008
1643,10.1001/jama.1932.02740630048018
1644,10.1001/jama.1932.02740640048022
1645,10.1001/archderm.1932.01450030655006
1646,10.1001/jama.1932.02740660007002
1647,10.1001/jama.1932.02740670077040
1648,10.1001/jama.1932.02740680066027
1649,10.1001/jama.1932.02740690050021
1650,10.1001/jama.1932.02740700075041
1651,10.1001/jama.1932.02740700076047
1652,10.1001/jama.1932.02740700077055
1653,10.1001/jama.1932.02740700001001
1654,10.1001/archderm.1932.01450030883014
1655,10.1001/archotol.1932.00630040689003
1656,10.1001/jama.1932.02740710073043
1657,10.1001/jama.1932.02740710036008
1658,10.1001/jama.1932.02740720024007
1659,10.1001/jama.1932.02740730055023
1660,10.1001/jama.1932.02740740024007
1661,10.1001/jama.1932.02740740048016
1662,10.1001/jama.1932.02740740053021
1663,10.1001/jama.1932.02740740069036
1664,10.1001/archderm.1932.01450031078014
1665,10.1001/archotol.1932.00630040882011
1666,10.1001/jama.1932.02740760056023
1667,10.1001/jama.1932.02740770063029
1668,10.1001/jama.1932.02740770069038
1669,10.1001/jama.1932.02740780041016
1670,10.1001/jama.1932.02740780001001
1671,10.1001/jama.1932.02740780004002
1672,10.1001/jama.1932.02740780009003
1673,10.1001/archneurpsyc.1933.02240070062004
1674,10.1001/archderm.1933.01450040052005
1675,10.1001/archderm.1933.01450040156016
1676,10.1001/jama.1933.27420010001010
1677,10.1001/jama.1933.02740020006002
1678,10.1001/jama.1933.02740030063039
1679,10.1001/jama.1933.02740040004002
1680,10.1001/archderm.1933.01450040282009
1681,10.1001/jama.1933.27420050001010
1682,10.1001/jama.1933.02740060001001
1683,10.1001/jama.1933.02740060063035
1684,10.1001/jama.1933.27420070004012
1685,10.1001/archderm.1933.01450040379001
1686,10.1001/archderm.1933.01450040466011
1687,10.1001/jama.1933.02740090061035
1688,10.1001/jama.1933.02740090063044
1689,10.1001/jama.1933.02740120120023
1690,10.1001/jama.1933.02740120131039
1691,10.1001/jama.1933.02740120132040
1692,10.1001/jama.1933.02740130025008
1693,10.1001/jama.1933.27420130005010
1694,10.1001/archinte.1933.00150230154009
1695,10.1001/archotol.1933.03570050447001
1696,10.1001/archotol.1933.03570050605013
1697,10.1001/jama.1933.02740170061035
1698,10.1001/archsurg.1933.01170050003001
1699,10.1001/jama.1933.02740190086036
1700,10.1001/jama.1933.02740200051020
1701,10.1001/jama.1933.27420210001011
1702,10.1001/jama.1933.02740220059031
1703,10.1001/jama.1933.02740220066037
1704,10.1001/jama.1933.02740220066038
1705,10.1001/jama.1933.02740220068046
1706,10.1001/jama.1933.02740240026009
1707,10.1001/jama.1933.02740240044025
1708,10.1001/jama.1933.02740240056037
1709,10.1001/jama.1933.02740250054022
1710,10.1001/archderm.1933.01460010076014
1711,10.1001/jama.1933.02740260028009
1712,10.1001/archotol.1933.03580060046004
1713,10.1001/jama.1933.02740290009004
1714,10.1001/jama.1933.02740290056042
1715,10.1001/jama.1933.02740300062040
1716,10.1001/archsurg.1933.01170080026002
1717,10.1001/archsurg.1933.01170080082005
1718,10.1001/archsurg.1933.01170080096006
1719,10.1001/archderm.1933.01460020082015
1720,10.1001/jama.1933.02740310041018
1721,10.1001/jama.1933.02740310056037
1722,10.1001/jama.1933.02740310058046
1723,10.1001/jama.1933.02740320001001
1724,10.1001/jama.1933.27430320001007
1725,10.1001/jama.1933.27430320004007
1726,10.1001/jama.1933.02740320036010
1727,10.1001/jama.1933.02740340024006
1728,10.1001/archinte.1933.00160030156016
1729,10.1001/archsurg.1933.01170090002001
1730,10.1001/archderm.1933.01460030091010
1731,10.1001/jama.1933.02740350054028
1732,10.1001/jama.1933.02740350060039
1733,10.1001/jama.1933.02740350061046
1734,10.1001/jama.1933.02740370001001
1735,10.1001/jama.1933.02740370014004
1736,10.1001/jama.1933.02740380001001
1737,10.1001/jama.1933.02740390013004
1738,10.1001/archinte.1933.00160040003001
1739,10.1001/jama.1933.02740400027008
1740,10.1001/jama.1933.02740400052024
1741,10.1001/jama.1933.02740410013004
1742,10.1001/jama.1933.02740410019005
1743,10.1001/jama.1933.02740430064038
1744,10.1001/archinte.1933.00160050180011
1745,10.1001/jama.1933.02740440065033
1746,10.1001/jama.1933.02740460056023
1747,10.1001/jama.1933.02740470065041
1748,10.1001/archsurg.1933.01170120003001
1749,10.1001/jama.1933.02740480039016
1750,10.1001/jama.1933.02740510047018
1751,10.1001/jama.1933.02740520001001
1752,10.1001/jama.1933.02740520032012
1753,10.1001/jama.1933.02740520040018
1754,10.1001/archderm.1934.01460070015002
1755,10.1001/jama.1934.02750030046014
1756,10.1001/archsurg.1934.01170140087005
1757,10.1001/jama.1934.02750080048019
1758,10.1001/archderm.1934.01460090011002
1759,10.1001/archderm.1934.01460090077009
1760,10.1001/jama.1934.02750090064034
1761,10.1001/jama.1934.02750130110017
1762,10.1001/jama.1934.02750160055025
1763,10.1001/jama.1934.02750170075028
1764,10.1001/archsurg.1934.01170170002001
1765,10.1001/archopht.1934.00830130139016
1766,10.1001/archotol.1934.03790060002001
1767,10.1001/archderm.1934.01460120111014
1768,10.1001/jama.1934.02750220016006
1769,10.1001/jama.1934.02750230041017
1770,10.1001/jama.1934.02750240058042
1771,10.1001/jama.1934.02750250065034
1772,10.1001/archotol.1934.03600010068006
1773,10.1001/archsurg.1934.01180010080010
1774,10.1001/jama.1934.02750280033014
1775,10.1001/jama.1934.02750300016006
1776,10.1001/archderm.1934.01460140157024
1777,10.1001/jama.1934.02750310058030
1778,10.1001/jama.1934.02750350070033
1779,10.1001/archinte.1934.00160150169013
1780,10.1001/archopht.1934.00830160070008
1781,10.1001/archderm.1934.01460150091010
1782,10.1001/jama.1934.02750360048027
1783,10.1001/jama.1934.02750370069036
1784,10.1001/jama.1934.02750390001001
1785,10.1001/jama.1934.72750390003008
1786,10.1001/jama.1934.02750390042018
1787,10.1001/jama.1934.02750390062035
1788,10.1001/jama.1934.02750400062036
1789,10.1001/jama.1934.02750400063039
1790,10.1001/jama.1934.02750400063042
1791,10.1001/jama.1934.02750400038015
1792,10. doi: 10.1001/jama.1934.02750420016005
1793,10.1001/jama.1934.02750450005003
1794,10.1001/jama.1934.02750480016004
1795,10.1001/jama.1934.02750500061028
1796,10.1001/jama.1934.02750500062029
1797,10.1001/jama.1934.02750500062031
1798,10.1001/jama.1934.02750510077035
1799,10.1001/archotol.1935.00640020008001
1800,10.1001/archotol.1935.00640020100011
1801,10.1001/jama.1935.02760010054017
1802,10.1001/jama.1935.02760010055019
1803,10.1001/jama.1935.02760010073036
1804,10.1001/jama.1935.02760030077037
1805,10.1001/jama.1935.02760040053016
1806,10.1001/archderm.1935.01460200075013
1807,10.1001/archotol.1935.00640020199009
1808,10.1001/jama.1935.02760050069040
1809,10.1001/jama.1935.02760060001001
1810,10.1001/jama.1935.02760060070026
1811,10.1001/jama.1935.02760060071028
1812,10.1001/jama.1935.02760070071031
1813,10.1001/jama.1935.02760080072028
1814,10.1001/archpedi.1935.01970030275028
1815,10.1001/archderm.1935.01460210076008
1816,10.1001/jama.1935.02760100049018
1817,10.1001/jama.1935.02760100070044
1818,10.1001/jama.1935.02760110073036
1819,10.1001/jama.1935.02760120075040
1820,10.1001/jama.1935.02760120075044
1821,10.1001/archsurg.1935.01180100075007
1822,10.1001/jama.1935.02760140001001
1823,10.1001/jama.1935.92760140003010
1824,10.1001/jama.1935.02760150074033
1825,10.1001/jama.1935.02760170018005
1826,10.1001/archsurg.1935.01180110002001
1827,10.1001/archderm.1935.01460230048006
1828,10.1001/archderm.1935.01460230059007
1829,10.1001/jama.1935.92760180004009
1830,10.1001/jama.1935.92760200002011
1831,10.1001/jama.1935.02760200072033
1832,10.1001/jama.1935.02760200073036
1833,10.1001/archpedi.1935.01970060144012
1834,10.1001/archotol.1935.00640020757015
1835,10.1001/archpedi.1935.01970060144012
1836,10.1001/jama.1935.02760230055019
1837,10.1001/jama.1935.02760260014005
1838,10.1001/archderm.1935.01470010076006
1839,10.1001/jama.1935.02760270073037
1840,10.1001/jama.1935.02760290043019
1841,10.1001/jama.1935.02760300067034
1842,10.1001/jama.1935.02760310011003
1843,10.1001/jama.1935.02760310063035
1844,10.1001/jama.1935.02760320061032
1845,10.1001/jama.1935.02760330064036
1846,10.1001/jama.1935.02760340061027
1847,10.1001/jama.1935.02760340069040
1848,10.1001/archsurg.1935.01180150118009
1849,10.1001/archderm.1935.01470030088009
1850,10.1001/archderm.1935.01470030131020
1851,10.1001/jama.1935.92760360004009
1852,10.1001/jama.1935.02760360050014
1853,10.1001/jama.1935.02760370008003
1854,10.1001/archinte.1935.00170020192009
1855,10.1001/archsurg.1935.01180160038004
1856,10.1001/archderm.1935.01470040030007
1857,10.1001/archderm.1935.01470040079014
1858,10.1001/archotol.1935.00640030456006
1859,10.1001/jama.1935.02760400038012
1860,10.1001/jama.1935.02760400039015
1861,10.1001/jama.1935.02760410040019
1862,10.1001/jama.1935.92760420003009
1863,10.1001/jama.1935.02760440069036
1864,10.1001/jama.1935.02760450048017
1865,10.1001/jama.1935.02760460068032
1866,10.1001/archinte.1935.00170040077006
1867,10.1001/archinte.1935.00170040232014
1868,10.1001/archsurg.1935.01180180003001
1869,10.1001/archpedi.1935.01970120134012
1870,10.1001/jama.1935.02760490001001
1871,10.1001/jama.1935.02760490004002
1872,10.1001/jama.1935.02760490108019
1873,10.1001/jama.1935.02760510070033
1874,10.1001/archsurg.1936.01180190166009
1875,10.1001/archderm.1936.01470070177018
1876,10.1001/archderm.1936.01470070191019
1877,10.1001/jama.1936.02770020025007
1878,10.1001/jama.1936.92770050001008
1879,10.1001/jama.1936.02770050048019
1880,10.1001/archotol.1936.00640040272010
1881,10.1001/jama.1936.02770070045023
1882,10.1001/jama.1936.02770090052021
1883,10.1001/jama.1936.02770090070035
1884,10.1001/archotol.1936.00640040303003
1885,10.1001/archderm.1936.01470090047004
1886,10.1001/archderm.1936.01470090161021
1887,10.1001/archderm.1936.01470090184024
1888,10.1001/jama.1936.02770100109020
1889,10.1001/jama.1936.02770100119027
1890,10.1001/jama.1936.02770100124036
1891,10.1001/jama.1936.02770120045020
1892,10.1001/jama.1936.02770120064028
1893,10.1001/jama.1936.02770130043017
1894,10.1001/archderm.1936.01470100168023
1895,10.1001/archotol.1936.00640040516016
1896,10.1001/jama.1936.02770160055022
1897,10.1001/jama.1936.02770160060026
1898,10.1001/archderm.1936.01470110126014
1899,10.1001/archinte.1936.00170090224026
1900,10.1001/archotol.1936.00640040614011
1901,10.1001/jama.1936.02770200065036
1902,10.1001/jama.1936.92770210003009
1903,10.1001/jama.1936.02770220036013
1904,10.1001/jama.1936.02770220038015
1905,10.1001/archderm.1936.01470120093012
1906,10.1001/archinte.1936.00170100090008
1907,10.1001/jama.1936.02770230053019
1908,10.1001/jama.1936.02770230071036
1909,10.1001/jama.1936.02770230072040
1910,10.1001/jama.1936.02770240060032
1911,10.1001/jama.1936.02770260028009
1912,10.1001/archderm.1936.01470130093007
1913,10.1001/archopht.1936.00840190015002
1914,10.1001/archotol.1936.00640050008001
1915,10.1001/archopht.1936.00840190015002
1916,10.1001/jama.1936.02770280001001
1917,10.1001/jama.1936.02770280065027
1918,10.1001/jama.1936.02770280067036
1919,10.1001/archderm.1936.01470140080015
1920,10.1001/archderm.1936.01470140116019
1921,10.1001/jama.1936.02770330058035
1922,10.1001/jama.1936.02770350024009
1923,10.1001/jama.1936.02770350091020
1924,10.1001/jama.1936.02770350108035
1925,10.1001/archsurg.1936.01190030168009
1926,10.1001/archderm.1936.01470150003001
1927,10.1001/archderm.1936.01470150189019
1928,10.1001/archotol.1936.00640050348008
1929,10.1001/jama.1936.92770360010009
1930,10.1001/jama.1936.02770360062034
1931,10.1001/jama.1936.02770370008002
1932,10.1001/jama.1936.92770380001011
1933,10.1001/archsurg.1936.01190040012002
1934,10.1001/archotol.1936.00640050487005
1935,10.1001/jama.1936.02770420068036
1936,10.1001/jama.1936.02770430047020
1937,10.1001/archderm.1936.01470170110009
1938,10.1001/archderm.1936.01470170170023
1939,10.1001/jama.1936.92770450003011
1940,10.1001/jama.1936.02770470066034
1941,10.1001/archsurg.1936.01190060030003
1942,10.1001/archderm.1936.01470180040004
1943,10.1001/archderm.1936.01470180091009
1944,10.1001/jama.1936.02770490071040
1945,10.1001/jama.1936.02770510001001
1946,10.1001/jama.1936.02770520059038
1947,10.1001/archinte.1937.00170170047003
1948,10.1001/jama.1937.02780010039009
1949,10.1001/jama.1937.02780010066020
1950,10.1001/jama.1937.02780020061032
1951,10.1001/jama.1937.92780030001008
1952,10.1001/jama.1937.02780040077035
1953,10.1001/jama.1937.02780050030010
